data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4589913,524,NEP4603,4603,"14 November 2018",2018,1,Riots,"Mob violence","Rioters (Nepal)","Military Forces of Nepal (2015-); Vigilante Group (Nepal)",5,"Civilians (Nepal)",,7,57,"Southern Asia",Nepal,Central,Bagmati,Dhading,"Dhading Besi",27.9128,84.8963,2,Ekantipur,National,"On November 14, a 73-year-old woman was beaten and forcefully fed human and animal feces by 3 shamans and a Nepal Army soldier, who was on furlough, accusing her of practicing witchcraft in Gaunthale locality of Siddalek Rural Municipality (Dhading district, Bagmati). The woman's granddaughter claimed that the Nepal army soldier was the main instigator of the attack.",0,1552576432,NPL
5075531,50,BGD13904,13904,"13 November 2018",2018,1,Riots,"Mob violence","Rioters (Bangladesh)","Gilabari Communal Group (Bangladesh)",5,"Rioters (Bangladesh)","Gilabari Communal Group (Bangladesh)",5,55,"Southern Asia",Bangladesh,Rangpur,Lalmonirhat,Aditmari,Aditmari,25.9257,89.3578,2,"United News of Bangladesh",National,"On Nov 13, three people were killed and seven others injured in a clash over a land-related dispute at Gilabari in Aditmari upazila in Lalmonirhat. Report does indicate if either group was armed.",3,1553639132,BGD
4589951,12,ALG5566,5566,"13 November 2018",2018,1,Riots,"Mob violence","Rioters (Algeria)",,5,"Police Forces of Algeria (1999-)",,1,15,"Northern Africa",Algeria,Alger,"Sidi M'Hamed",,Algiers,36.7525,3.042,1,"Tout sur l'Algerie",National,"On Nov 13, violence erupted at the July 5th Stadium in Algiers following a football match between the MCA and the UMSB. A total of 18 policemen and 22 supporters were injured, while 42 supporters were arrested.",0,1552576433,DZA
4590031,275,PSE4101,4101,"13 November 2018",2018,1,Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Middle East",Palestine,"West Bank",Nablus,,"Dayr Sharaf",32.2533,35.1889,2,"Palestine News & Information Agency (WAFA)",National,"On Nov 13, settlers from Shavei Shomron settlement next to Dayr Sharaf threw stones at Palestinian cars on the Nablus-Jenin road causing damage to a number of cars.",0,1552576433,PSE
4590114,50,BGD13906,13906,"13 November 2018",2018,1,Riots,"Mob violence","Rioters (Bangladesh)",,5,"Rioters (Bangladesh)",,5,55,"Southern Asia",Bangladesh,Rangpur,Nilphamari,Dimla,Dimla,26.1446,88.9423,2,"Daily Star (Bangladesh)",National,"On Nov 13, a man was killed when villagers clashed using bamboo sticks and iron rods after a cow ate ripe paddy at the victim's field in Dimla upazila in Nilphamari.",1,1552576433,BGD
4590168,524,NEP4596,4596,"13 November 2018",2018,1,Riots,"Mob violence","Rioters (Nepal)","ANNFSU: All Nepal National Free Students' Union; Students (Nepal); Teachers (Nepal)",5,"Police Forces of Nepal (2015-)","Civilians (Nepal); Labour Group (Nepal)",1,15,"Southern Asia",Nepal,Central,Narayani,Chitwan,Bharatpur,27.6768,84.4359,2,"INSEC; My Republica (Nepal)",National,"On 13 Nov, in Chitwan district (Narayani), students and teachers of the Agriculture and Forest University, including ANNFSU, vandalized property and held hostage some employees on campus during a demonstration against giving permission to private colleges for admission without basic infrastructure. Police had to use force to free the hostages and send them home. At least 9 were arrested.",0,1552576433,NPL
4590199,854,BFO1222,1222,"13 November 2018",2018,1,Riots,"Mob violence","Rioters (Burkina Faso)","Vigilante Group (Burkina Faso)",5,"Civilians (Burkina Faso)",,7,57,"Western Africa","Burkina Faso",Centre-Est,Boulgou,Bissiga,Barwagdin,11.8426,-0.0135,1,"AIB (Burkina Faso)",National,"On November 13, a mob beat a man with mental issues to death after he assaulted five people in the village of Barwagdin leaving an elderly man dead; the man also burned granaries, bicycles and motorbikes.",1,1552576433,BFA
4590433,356,IND39941,39941,"12 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Health Workers (India)",7,57,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,"Telegraph (India)",National,"On November 12, a man and his two sons vandalized property and tried to attack a doctor in Peerless Hospital's emergency ward in Kolkata city (Kolkata district, West Bengal), following a relative's death.",0,1552576433,IND
4590451,356,IND39959,39959,"12 November 2018",2018,1,Riots,"Mob violence","Rioters (India)","AIADMK: All India Anna Dravida Munnetra Kazhagam",5,"Rioters (India)","AIADMK: All India Anna Dravida Munnetra Kazhagam",5,55,"Southern Asia",India,"Tamil Nadu",Dindigul,Dindigul,Dindigul,10.3689,77.9803,1,"Deccan Chronicle",National,"On November 12, in Dindigul town (Dindigul, TN), two AIADMK groups clashed after one group claimed they were being given a bad deal for working sincerely for the party while others received better postings. The number of injuries was not reported.",0,1552576433,IND
4590467,356,IND39975,39975,"12 November 2018",2018,1,Riots,"Mob violence","Rioters (India)","INC: Indian National Congress; Labour Group (India)",5,"Rioters (India)","INC: Indian National Congress; Labour Group (India)",5,55,"Southern Asia",India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,"Tribune (India)",Subnational,"On 12 November, two factions of the Rohtak Transport Cooperative Society fought over co-op elections, in Amritsar (Amritsar, Punjab). One of the candidates (Angad Singh Saini, Congress MLA) alleges that the rival faction brought outsiders to the vote to disrupt the election, resulting in the fight, but those accused (former Congress MP Charanjit Singh, Sohan Singh, and Jasbir Singh Dimpa) deny the claim.",0,1552576433,IND
4590474,356,IND39982,39982,"12 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Lawyers (India)",7,57,"Southern Asia",India,Haryana,Sonipat,Sonipat,Sonipat,28.9947,77.0193,1,"Tribune (India)",Subnational,"On 12 November, the former president of Sonipat District Bar Association was attacked by around 12 individuals, in Sonipat city (Sonipat, Haryana). The group smashed the windows on his car and chased him for some distance before thrashing him on the premises of the police post in the city's judicial complex. He was injured.",0,1552576433,IND
4590475,356,IND39983,39983,"12 November 2018",2018,1,Riots,"Mob violence","Rioters (India)","Dalit Caste Group (India)",5,"Rioters (India)",,5,55,"Southern Asia",India,"Uttar Pradesh",Muzaffarnagar,Budhana,"Alipur Aterana",29.2866,77.5231,1,"Tribune (India)",Subnational,"On 12 November, there was a clash between two groups over the sexual harassment of a 5 year old Dalit girl by an inhabitant of Aterna village (Muzaffarnagar, Uttar Pradesh). The girl's family confronted the accused, who threw stones at them and injured one. Police intervened to restore order, and arrested one.",0,1552576433,IND
4590479,524,NEP4591,4591,"12 November 2018",2018,2,Riots,"Mob violence","Rioters (Nepal)","Government of Nepal (2015-); Vigilante Group (Nepal)",5,"Civilians (Nepal)",,7,57,"Southern Asia",Nepal,West,Lumbini,Rupandehi,Tilottama,27.6201,83.4729,2,INSEC,National,"Assumed on 12 Nov, in Tilottama area (Rupandehi, Lumbini), a woman was assaulted by a ward secretary and 2 other family members over witchcraft allegations.",0,1552576433,NPL
4590518,800,UGA5251,5251,"12 November 2018",2018,1,Riots,"Mob violence","Rioters (Uganda)","Vigilante Group (Uganda)",5,"Civilians (Uganda)",,7,57,"Eastern Africa",Uganda,Hoima,"Hoima Municipality",Kahoora,Hoima,1.4356,31.3436,1,"Spice FM Hoima",Subnational,"On November 12th, a lynch mob killed a suspected hitman in Hoima town. The hitman had wounded two civilians with a machete, one of whom alerted neighbours.",1,1552576433,UGA
5081313,300,GRC265,265,"12 November 2018",2018,1,Riots,"Mob violence","Rioters (Greece)","Anarchist Group (Greece)",5,"Police Forces of Greece (2015-)",,1,15,Europe,Greece,Attica,Athens,"Central Athens","Athens-Central Athens",37.9685,23.7585,1,Ekathimerini,National,"On Nov. 12, 2018: Officers of the Greek Police's motorcycle-riding DELTA force were attacked by a group of around 50 self-styled anarchists outside the Athens Court of First Instance. The assailants hit them with helmets and wooden sticks and three DELTA officers were injured.",0,1553853271,GRC
4590639,275,PSE4067,4067,"11 November 2018",2018,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Jenin,,Zububah,32.5435,35.2227,1,Twitter,Other,"On Nov 11, clashes were reported between Palestinians and Israeli forces in Zbuba, northwest of Jenin.",0,1552576433,PSE
4590735,356,IND39920,39920,"11 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Pulwama,Murran,33.8663,74.8637,2,"Pakistan Press International",Regional,"On 11 Nov, rioters clashed with state forces (assumed police) in the Murran area (Pulwama, J&K), as the rioters responded to a CASO in nearby Sheikhpora.",0,1552576433,IND
4590799,356,IND39922,39922,"11 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Government of India (2014-)",7,57,"Southern Asia",India,"Jammu and Kashmir",Anantnag,Anantnag,"Bulbul Naugam",33.7108,75.1803,1,"Rising Kashmir",Subnational,"On 11 Nov, the panchayat ghar at Bulbul Naugam village (Anantnag, J&K) was damaged when unknown persons set it on fire.",0,1552576433,IND
4590742,356,IND39928,39928,"11 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Rioters (India)",,5,55,"Southern Asia",India,"Uttar Pradesh",Muzaffarnagar,Jansath,Kawaal,29.3607,77.8303,1,"Tribune (India)",Subnational,"On 11 November, two groups from the same (unidentified) community clashed in Kawal village (Muzaffarnagar, Uttar Pradesh) over a minor issue. At least five people were injured in the fight, which involved lathis and stone throwing. Police intervened and calmed the situation.",0,1552576433,IND
4590761,144,SRI2802,2802,"11 November 2018",2018,1,Riots,"Mob violence","UNP: United National Party","Former Government of Nepal (2015-)",3,"Rioters (Sri Lanka)",,5,35,"Southern Asia","Sri Lanka","North Central",Anuradhapura,Kekirawa,Kekirawa,8.0385,80.5941,1,"Hiru News (Sri Lanka); Daily Mirror (Sri Lanka)",National,"On 11 Nov, in Kekirawa (Kekirawa, Anuradhapura), an alleged former MP/UNP shot at a group of rioters preparing for a demonstration at the Pradeshiya Sabha. The front and back entrances of the PS building were damaged but there are no report of casualties/fatalities. The shooter alleged that the group threw stones at them and damaged banners made by the former UNP MP.",0,1552576433,LKA
4590787,788,TUN4206,4206,"11 November 2018",2018,1,Riots,"Mob violence","Rioters (Tunisia)",,5,"Civilians (International)","Refugees/IDPs (International)",7,57,"Northern Africa",Tunisia,Medenine,"Beni Khedache",,"Beni Khedache",33.2491,10.1266,2,"Tunisia Online",Subnational,"On November 11, a group of youth attacked a refugee by throwing stones at a refugee camp in the area of Beni Khedache after a mobile phone deal went wrong.",0,1552576433,TUN
4590859,50,BGD13897,13897,"10 November 2018",2018,1,Riots,"Mob violence","Rioters (Bangladesh)","AL: Bangladesh Awami League",5,"Rioters (Bangladesh)","AL: Bangladesh Awami League",5,55,"Southern Asia",Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.7104,90.4074,1,"The Dhaka Tribune",National,"On Nov 10, two youths died in the middle of a chase and counter-chase between two Awami League groups in front of Mohammadpur Nobodoy Housing Society Dhaka city. Police intervened to control the situation.",2,1552576434,BGD
4590867,356,IND39815,39815,"10 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)","Police Forces of India (2014-) Central Reserve Police Force",1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Pulwama,Pulwama,33.8741,74.9001,1,"Pakistan Press International",Regional,"On 10 Nov, rioters clashed with police and CRPF in Pulwama district town (J&K) as news spread of the death of two HM militants in nearby Tiken village.",0,1552576434,IND
4590893,800,UGA5248,5248,"10 November 2018",2018,1,Riots,"Mob violence","Police Forces of Uganda (1986-)",,1,"Rioters (Uganda)","Vigilante Group (Uganda)",5,15,"Eastern Africa",Uganda,Bukedea,Bukedea,Kolir,Tajar,1.3936,34.2391,2,"Chimp Reports; URN (Uganda)",National,"On November 10th, a vigilante mob chased a police officer who had shot a suspect in an assault case (coded as a separate event). The officer killed one member of the mob, before escaping. The mob then burnt property belonging to the person who had made the initial assault accusation. The officer has been arrested.",1,1552576434,UGA
4590985,356,IND39878,39878,"10 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Farmers (India)",7,57,"Southern Asia",India,Punjab,"Tarn Taran","Tarn Taran","Tarn Taran",31.4519,74.9277,2,"Tribune (India)",Subnational,"On 10 November, the son of a local farm leader was assaulted and robbed, and his car vandalised, by five unidentified persons at an unknown location in Tarn Taran district (Punjab).",0,1552576434,IND
4590994,524,NEP4588,4588,"10 November 2018",2018,2,Riots,"Mob violence","Rioters (Nepal)","Vigilante Group (Nepal)",5,"Civilians (Nepal)",,7,57,"Southern Asia",Nepal,Central,Janakpur,Dhanusa,Sabaila,26.798,86.0975,2,INSEC,National,"Assumed on 10 Nov, in Sabaila area (Dhanusa, Janakpur), a woman suffered several bruises on her body after she was beaten by locals over witchcraft allegations.",0,1552576434,NPL
4591003,586,PAK45727,45727,"10 November 2018",2018,1,Riots,"Mob violence","Rioters (Pakistan)","Muslim Group (Pakistan)",5,"Rioters (Pakistan)","Muslim Group (Pakistan)",5,55,"Southern Asia",Pakistan,Sindh,"Karachi City",Korangi,Karachi-Korangi,24.8069,67.1477,1,"News International (Pakistan)",National,"On Nov 10, two groups pelted each other with stones in Korangi town (Karachi, Sindh) over the issue of a mosque's administration. 5 men were injured.",0,1552576434,PAK
4591057,800,UGA5245,5245,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (Uganda)","Muslim Group (Uganda)",5,"Rioters (Uganda)",,5,55,"Eastern Africa",Uganda,Arua,"Arua Municipality","Arua Hill",Arua,3.02,30.9108,1,"URN (Uganda)",National,"On November 9th, two Muslim groups clashed in Arua town (one faction was named as the Kibuli faction), prompting police intervention. During the clashes, two police officers were injured. It is unclear whether there were injuries on the side of the clashing groups.",0,1552576434,UGA
4591192,50,BGD13896,13896,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (Bangladesh)",,5,"Police Forces of Bangladesh (2009-) Detective Branch",,1,15,"Southern Asia",Bangladesh,Khulna,Jessore,Jhikargachha,Jhikargachha,23.1113,89.0906,2,"The Dhaka Tribune",National,"On Nov 9, people from Matikumra village of Jhikargacha upazila in Jessore assaulted members of the Detective Branch of police (DB) when they went to arrest a drug trader.",0,1552576434,BGD
4591195,356,IND39741,39741,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Rioters (India)",,5,55,"Southern Asia",India,Odisha,Bhadrak,Basudebpur,Padmapur,21.0565,86.6798,1,"Orissa TV (India)",Subnational,"On November 9, a group clash broke out between two groups of Biju Yuva Vahini (government youth organization) at a tree plantation programme in Padmapur village under Basudevpur block area (Bhadrak district, Odisha).",0,1552576434,IND
4591219,356,IND39765,39765,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Tral,Tral,33.9271,75.1159,1,"The Tribune",Subnational,"On 9 Nov, rioters clashed with state forces (assumed police) in Tral town (Pulwama, J&K) as news spread of a deadly encounter between JeM militants and state forces in nearby Dar Gani Gund village.",0,1552576434,IND
4591249,356,IND39795,39795,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (India)","BJD: Biju Janata Dal",5,"Rioters (India)","BJD: Biju Janata Dal",5,55,"Southern Asia",India,Odisha,Jagatsinghapur,Raghunathpur,Raghunathpur,20.3672,86.1572,2,"Orissa TV (India)",Subnational,"On November 9, two groups of BJD clashed in Raghunathpur block area (Jagatsinghpur district, Odisha), during a meeting about local problems with the BDO.",0,1552576434,IND
4591255,356,IND39801,39801,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,"The Tribune",Subnational,"On 9 November, around 10 people threw stones at police officers attempting to recover a stolen motorcycle near Safawadi Gate in Patiala (Patiala, Punjab). Several officers were injured and a vehicle was damaged.",0,1552576434,IND
4591263,524,NEP4584,4584,"09 November 2018",2018,2,Riots,"Mob violence","Rioters (Nepal)",,5,"Rioters (Nepal)",,5,55,"Southern Asia",Nepal,Central,Narayani,Makwanpur,Hetauda,27.4284,85.0322,1,Ekantipur,National,"Assumed on 9 Nov, in Hetauda (Makwanpur, Gandaki), during the festival of Tihar, a clash between two youth groups occurred while playing Deusi and Bhailo leaving 1 civilian killed and another injured. One of the two groups is allegedly inebriated. The reason for the clash and weapons used is unknown.",1,1552576434,NPL
4591264,524,NEP4585,4585,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (Nepal)",,5,"Police Forces of Nepal (2015-)",,1,15,"Southern Asia",Nepal,Mid-Western,Bheri,Dailekh,Dailekh,28.8443,81.7101,2,"My Republica",National,"On 9 Nov, in Dailekh district (Bheri), police fired three rounds of gunshots to control a riot by a group of gamblers during the festival of Tihar. Two policemen were assaulted and injured.",0,1552576434,NPL
4591265,524,NEP4586,4586,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (Nepal)",,5,"Rioters (Nepal)",,5,55,"Southern Asia",Nepal,West,Gandaki,Tanahun,Bhimad,27.9951,84.0722,1,"Himalayan Times",National,"On 9 Nov, in Bhimad (Tanahun, Gandaki), during the festival of Tihar, a clash between two groups performing Deusi and Bhailo traditional songs occurred leaving 6 injured. The reason for the clash and weapons used is unknown. Police detained four youths and impounded four motorcycles afterwards.",0,1552576434,NPL
4591316,356,IND39835,39835,"09 November 2018",2018,1,Riots,"Mob violence","Rioters (India)","Hindu Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,"Telegraph (India)",National,"On November 9, a cancer patient, his wife and son and two of their neighbours were assaulted by some youths in Kolkata city (Kolkata district, West Bengal), for opposing the playing of loud music and noisy fireworks late in the night, during the Kali Puja (Hindu religious festival) immersion procession.",0,1552576434,IND
4591376,324,GUI984,984,"08 November 2018",2018,1,Riots,"Mob violence","Rioters (Guinea)","Vigilante Group (Guinea); UFDG: Union of Democratic Forces of Guinea",5,"Police Forces of Guinea (2010-)",,1,15,"Western Africa",Guinea,Conakry,Conakry,Kaloum,Conakry,9.5091,-13.7122,1,Africa1,Regional,"On Nov 8, a policeman was killed from mob beatings after the death of two young men the day before in Wanidara district in Conakry.",1,1552576434,GIN
4591445,275,PSE4048,4048,"08 November 2018",2018,1,Riots,"Mob violence","Military forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,Maghazi,31.4214,34.3865,2,"Agence France Presse; Ma'an News Agency",Subnational-International,"On Nov 8, a Palestinian was killed by Israeli fire during clashes along the border east of Maghazi refugee camp. Israeli sources reported that 4 Palestinians were injured and one was killed when they tried to infiltrate into Israel.",1,1552576434,PSE
4591446,275,PSE4049,4049,"08 November 2018",2018,1,Riots,"Mob violence","Military forces of Israel (2009-)",,8,"Rioters (Palestine)","Refugees/IDPs (Palestine)",5,58,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Jordan News Agency (Petra)",Regional,"On Nov 8, a Palestinian youth was injured in his leg and dozens suffered suffocation in clashes with Israeli forces in the Jenin Refugee Camp north of the West Bank.",0,1552576434,PSE
4591494,50,BGD13894,13894,"08 November 2018",2018,1,Riots,"Mob violence","Rioters (Bangladesh)","Labour Group (Bangladesh)",5,"Police Forces of Bangladesh (2009-)",,1,15,"Southern Asia",Bangladesh,Chittagong,Chittagong,Chittagong,Chittagong,22.3571,91.7823,1,"United News of Bangladesh",National,"On Nov 8, six people including three policemen were injured in a clash between police and workers at Karnaphuli Export Processing Zone in Chittagong city. The clash broke out over the assault of a female garment worker by an Ansar member.",0,1552576434,BGD
